hs_code,description,mfn_rate
4802552590,I andre tilfælde,0.0
4802553010,"Dekorationspapir med følgende egenskaber:
- med et askeindhold på mellem 5 % og 50 %
- med en sugeevne i henhold til Klemm-metoden på mindst 12 millimeter pr. 10 minutter eller optag af resiner på 20 % til 200 %
- med en relativ vådstyrke på 6 til 12 Newton (N) pr. 15 millimeter
- med en porøsitet i henhold til Gurley-metoden på 3 til 80 sekunder pr. 100 milliliter
- med en glathed på 20 til 300 i henhold til Bekk-metoden
- i ruller med en bredde på op til 300 cm
- også præimprægneret med en kombination af latex og naturlige bindemidler (såsom stivelse)
- bortset fra tapet og lignende vægbeklædning
- bortset fra papir mættet med vandbaseret melamin, urinstof, phenol, en termohærdende opløsning eller en opløsning af termoplastharpiks.",0.0
4802553090,I andre tilfælde,0.0
4802559010,"Dekorationspapir med følgende egenskaber:
- med et askeindhold på mellem 5 % og 50 %
- med en sugeevne i henhold til Klemm-metoden på mindst 12 millimeter pr. 10 minutter eller optag af resiner på 20 % til 200 %
- med en relativ vådstyrke på 6 til 12 Newton (N) pr. 15 millimeter
- med en porøsitet i henhold til Gurley-metoden på 3 til 80 sekunder pr. 100 milliliter
- med en glathed på 20 til 300 i henhold til Bekk-metoden
- i ruller med en bredde på op til 300 cm
- også præimprægneret med en kombination af latex og naturlige bindemidler (såsom stivelse)
- bortset fra tapet og lignende vægbeklædning
- bortset fra papir mættet med vandbaseret melamin, urinstof, phenol, en termohærdende opløsning eller en opløsning af termoplastharpiks.",0.0
4802559090,I andre tilfælde,0.0
4802562000,Hvis ene sidelængde måler 297|mm og den anden 210|mm (A4-format),0.0
4802568000,I andre tilfælde,0.0
4802570000,"I andre tilfælde, af vægt 40|g pr.|m$2|eller derover, men ikke over 150|g pr.|m$2",0.0
4802581000,I ruller,0.0
4802589000,I andre tilfælde,0.0
4802611500,Af vægt under 72|g pr.|m$2|og med indhold af mekanisk træmasse på over 50|vægtprocent af den samlede fibermængde,0.0
4802618000,I andre tilfælde,0.0
4802620000,"I ark, hvis ene sidelængde ikke overstiger 435|mm og den anden ikke 297|mm, i udfoldet stand",0.0
4802690000,I andre tilfælde,0.0
4803001000,Cellulosevat,0.0
4803003100,Ikke over 25|g pr.|m$2,0.0
4803003900,Over 25|g pr.|m$2,0.0
4803009000,Andre varer,0.0
4804111100,Af vægt under 150|g pr.|m$2,0.0
4804111500,"Af vægt 150|g pr.|m$2|eller derover, men under 175|g pr.|m$2",0.0
4804111900,Af vægt 175|g pr.|m$2|eller derover,0.0
4804119000,I andre tilfælde,0.0
4804191200,Under 175|g,0.0
4804191900,175|g eller derover,0.0
4804193000,I andre tilfælde,0.0
4804199000,I andre tilfælde,0.0
4804211000,Med indhold af sulfat- eller natroncellulose af nåletræ på 80|vægtprocent og derover af den samlede fibermængde,0.0
4804219000,I andre tilfælde,0.0
4804291000,Med indhold af sulfat- eller natroncellulose af nåletræ på 80|vægtprocent og derover af den samlede fibermængde,0.0
4804299000,I andre tilfælde,0.0
4804315100,Kraftpapir til isolering af elektriske kabler og komponenter,0.0
4804315800,Andre varer,0.0
4804318000,I andre tilfælde,0.0
4804395100,Ensartet bleget i massen,0.0
4804395800,I andre tilfælde,0.0
4804398000,I andre tilfælde,0.0
4804419100,Saturating kraft,0.0
4804419800,Andre varer,0.0
4804420000,"Ensartet bleget i massen, med indhold af kemisk træmasse på over 95|vægtprocent af den samlede fibermængde",0.0
4804490000,I andre tilfælde,0.0
4804510000,Ubleget,0.0
4804520000,"Ensartet bleget i massen, med indhold af kemisk træmasse på over 95|vægtprocent af den samlede fibermængde",0.0
4804591000,Med indhold af sulfat- eller natroncellulose af nåletræ på 80|vægtprocent og derover af den samlede fibermængde,0.0
4804599000,I andre tilfælde,0.0
4805110000,Halvkemisk papir til indlæg i bølgepap (fluting),0.0
4805120000,Af masse af halm,0.0
4805191000,Wellenstoff,0.0
4805199000,Andre varer,0.0
4805240000,Af vægt ikke over 150|g pr.|m$2,0.0
4805250000,Af vægt over 150|g pr.|m$2,0.0
4805300000,Sulfitpapir til indpakning,0.0
4805400000,Filtrerpapir og filtrerpap,0.0
4805500000,Kludepapir og kludepap,0.0
4805910010,"Dekorationspapir med følgende egenskaber:
- vægt 30-150 g pr. m², med et askeindhold på mellem 5 % og 50 %
- med en sugeevne i henhold til Klemm-metoden på mindst 12 millimeter pr. 10 minutter eller optag af resiner på 20 % til 200 %
- med en relativ vådstyrke på 6 til 12 Newton (N) pr. 15 millimeter
- med en porøsitet i henhold til Gurley-metoden på 3 til 80 sekunder pr. 100 milliliter
- med en glathed på 20 til 300 i henhold til Bekk-metoden
- i ruller med en bredde på op til 300 cm
- også præimprægneret med en kombination af latex og naturlige bindemidler (såsom stivelse)
- bortset fra tapet og lignende vægbeklædning
- bortset fra papir mættet med vandbaseret melamin, urinstof, phenol, en termohærdende opløsning eller en opløsning af termoplastharpiks.",0.0
4805910090,I andre tilfælde,0.0
4805920000,"Af vægt over 150|g pr.|m$2, men under 225|g pr.|m$2",0.0
4805932000,Af genbrugspapir,0.0
4805938000,I andre tilfælde,0.0
4806100000,Ægte pergamentpapir og -pap,0.0
4806200000,Imiteret pergamentpapir,0.0
4806300000,Kalkerpapir,0.0
4806401000,Pergamyn,0.0
4806409000,Andre varer,0.0
4807003000,"Af genbrugspapir, også belagt med papir",0.0
4807008000,I andre tilfælde,0.0
4808100000,"Bølgepapir og bølgepap, også perforeret",0.0
4808400000,"Kraftpapir, kreppet eller plisseret, også mønsterpresset, mønsterpræget eller perforeret",0.0
4808900000,Andre varer,0.0
4809200000,Selvkopierende papir,0.0
4809900010,"Letvægtstermopapir af vægt 65 g/m² eller derunder, i ruller af en bredde på 20 cm eller derover med en vægt (inklusive papiret) på 50 kg eller derover og en diameter (inklusive papiret) på 40 cm eller derover (""jumboruller""), med eller uden basecoat på den ene eller begge sider, overtrukket med en varmefølsom belægning på den ene eller begge sider, og med eller uden dæklag",0.0
4809900020,"Tungt termopapir af en vægt på mere end 65 g/m², i ruller af en bredde på 20 cm eller derover med en vægt (inklusive papiret) på 50 kg eller derover og en diameter (inklusive papiret) på 40 cm eller derover (""jumboruller""), med eller uden basecoat på den ene eller begge sider, overtrukket med en varmefølsom belægning på den ene eller begge sider, og med eller uden dæklag",0.0
4809900090,Andre varer,0.0
4810130020,"Af vægt på 70|g/m² og derover, men ikke over 400|g/m², og med en glans på over 84 (målt i henhold til ISO 2470-1), bortset fra multiplekspapir, multiplekspap, kraftpapir, kraftpap og bortset fra ruller, der kan anvendes i rotationspresser",0.0
4810130080,Andre varer,0.0
4810140020,"Af vægt på 70|g/m² og derover, men ikke over 400|g/m², og med en glans på over 84 (målt i henhold til ISO 2470-1), bortset fra multiplekspapir, multiplekspap, kraftpapir og kraftpap",0.0
4810140080,Andre varer,0.0
4810190020,"Af vægt på 70|g/m² og derover, men ikke over 400|g/m², og med en glans på over 84 (målt i henhold til ISO 2470-1), bortset fra multiplekspapir, multiplekspap, kraftpapir og kraftpap",0.0
4810190080,Andre varer,0.0
4810220020,"Af vægt på 70|g/m² og derover, men ikke over 400|g/m², og med en glans på over 84 (målt i henhold til ISO 2470-1), bortset fra multiplekspapir, multiplekspap, kraftpapir, kraftpap og bortset fra ruller, der kan anvendes i rotationspresser",0.0
4810220080,Andre varer,0.0
4810293020,"Af vægt på 70|g/m² og derover, men ikke over 400|g/m², og med en glans på over 84 (målt i henhold til ISO 2470-1), bortset fra multiplekspapir, multiplekspap, kraftpapir, kraftpap og bortset fra ruller, der kan anvendes i rotationspresser",0.0
4810293080,Andre varer,0.0
4810298020,"Af vægt på 70|g/m² og derover, men ikke over 400|g/m², og med en glans på over 84 (målt i henhold til ISO 2470-1), bortset fra multiplekspapir, multiplekspap, kraftpapir og kraftpap",0.0
4810298080,Andre varer,0.0
4810310000,"Ensartet bleget i massen, med indhold af kemisk træmasse på over 95|vægtprocent af den samlede fibermængde, af vægt ikke over 150|g pr.|m$2",0.0
4810321000,Belagt med kaolin,0.0
4810329000,I andre tilfælde,0.0
4810390000,I andre tilfælde,0.0
4810921000,Med alle lag bleget,0.0
4810923000,Med kun et af yderlagene bleget,0.0
4810929000,I andre tilfælde,0.0
4810991020,"Af vægt på 70|g/m² og derover, men ikke over 400|g/m², og med en glans på over 84 (målt i henhold til ISO 2470-1), bortset fra ruller, der kan anvendes i rotationspresser",0.0
4810991080,Andre varer,0.0
4810998020,"Af vægt på 70|g/m² og derover, men ikke over 400|g/m², og med en glans på over 84 (målt i henhold til ISO 2470-1), bortset fra ruller, der kan anvendes i rotationspresser",0.0
4810998080,Andre varer,0.0
4811100000,"Papir og pap, behandlet med tjære, bitumen eller asfalt",0.0
4811412000,Af bredde ikke over 10|cm og med klæbemiddel af ikke-vulkaniseret naturgummi eller syntetgummi,0.0
4811419000,I andre tilfælde,0.0
4811490000,I andre tilfælde,0.0
4811510000,"Bleget, af vægt over 150|g pr.|m$2",0.0
4811590020,"Tungt termopapir af en vægt på mere end 65 g/m², i ruller af en bredde på 20 cm eller derover med en vægt (inklusive papiret) på 50 kg eller derover og en diameter (inklusive papiret) på 40 cm eller derover (""jumboruller""), med eller uden basecoat på den ene eller begge sider, overtrukket med en varmefølsom belægning på den ene eller begge sider, og med eller uden dæklag",0.0
4811590090,I andre tilfælde,0.0
4811600010,"Dekorationspapir med følgende egenskaber:
- vægt 30-150 g pr. m², med et askeindhold på mellem 5 % og 50 %
- med en sugeevne i henhold til Klemm-metoden på mindst 12 millimeter pr. 10 minutter eller optag af resiner på 20 % til 200 %
- med en relativ vådstyrke på 6 til 12 Newton (N) pr. 15 millimeter
- med en porøsitet i henhold til Gurley-metoden på 3 til 80 sekunder pr. 100 milliliter
- med en glathed på 20 til 300 i henhold til Bekk-metoden
- i ruller med en bredde på op til 300 cm
- også præimprægneret med en kombination af latex og naturlige bindemidler (såsom stivelse)
- bortset fra tapet og lignende vægbeklædning
- bortset fra papir mættet med vandbaseret melamin, urinstof, phenol, en termohærdende opløsning eller en opløsning af termoplastharpiks.",0.0
4811600090,I andre tilfælde,0.0
4811900010,"Letvægtstermopapir af vægt 65 g/m² eller derunder, i ruller af en bredde på 20 cm eller derover med en vægt (inklusive papiret) på 50 kg eller derover og en diameter (inklusive papiret) på 40 cm eller derover (""jumboruller""), med eller uden basecoat på den ene eller begge sider, overtrukket med en varmefølsom belægning på den ene eller begge sider, og med eller uden dæklag",0.0
4811900020,"Tungt termopapir af en vægt på mere end 65 g/m², i ruller af en bredde på 20 cm eller derover med en vægt (inklusive papiret) på 50 kg eller derover og en diameter (inklusive papiret) på 40 cm eller derover (""jumboruller""), med eller uden basecoat på den ene eller begge sider, overtrukket med en varmefølsom belægning på den ene eller begge sider, og med eller uden dæklag",0.0
4811900090,Andre varer,0.0
4812000000,Filtrerblokke og filtrerplader af papirmasse,0.0
4813100000,I hæfter eller i form af hylstre,0.0
4813200000,I ruller af bredde ikke over 5|cm,0.0
4813901000,"I ruller af bredde over 5|cm, men ikke over 15|cm",0.0
4813909000,I andre tilfælde,0.0
4814200000,"Tapet og lignende vægbeklædning bestående af papir, der på overfladen er overtrukket eller belagt med et lag plast, der er kornet, mønsterpresset, mønsterpræget, farvet, mønstertrykt eller på anden måde dekoreret",0.0
4814901000,"Tapet og lignende vægbeklædning bestående af papir, der er kornet, mønsterpresset, mønsterpræget, farvet, mønstertrykt eller på anden måde dekoreret, belagt med et gennemsigtigt beskyttelseslag af plast",0.0
4814907000,Andre varer,0.0
4816200000,Selvkopierende papir,0.0
4816900010,"Letvægtstermopapir af vægt 65 g/m² eller derunder, i ruller af en bredde på 20 cm eller derover med en vægt (inklusive papiret) på 50 kg eller derover og en diameter (inklusive papiret) på 40 cm eller derover (""jumboruller""), med eller uden basecoat på den ene eller begge sider, overtrukket med en varmefølsom belægning på den ene eller begge sider, og med eller uden dæklag",0.0
4816900090,Andre varer,0.0
4817100000,Konvolutter,0.0
4817200000,"Lukkede brevkort, ikke-illustrerede postkort samt korrespondancekort",0.0
4817300000,"Æsker, mapper og lignende af papir eller pap, indeholdende assortimenter af brevpapir, konvolutter mv.",0.0
4818101000,Af vægt pr.|lag ikke over 25|g pr.|m$2,0.0
4818109000,Af vægt pr.|lag over 25|g pr.|m$2,0.0
4818201000,Lommetørklæder og renseservietter,0.0
4818209100,I ruller,0.0
4818209900,I andre tilfælde,0.0
4818300000,Duge og servietter,0.0
4818500000,Beklædningsgenstande og tilbehør dertil,0.0
4818901000,"Varer, af den art der anvendes til kirurgisk, medicinsk eller sanitær brug, ikke i pakninger til detailsalg",0.0
4818909000,Andre varer,0.0
4819100000,Æsker og kartoner af bølgepapir eller bølgepap,0.0
4819200000,"Sammenfoldelige æsker og kartoner, ikke af bølgepapir eller bølgepap",0.0
4819300000,Sække og poser af bredde i bunden 40|cm eller derover,0.0
4819400000,"Andre sække og poser, herunder kræmmerhuse",0.0
4819500000,"Andre emballagegenstande, herunder omslag til grammofonplader",0.0
4819600000,"Kartoteksæsker, brevbakker og lignende varer, af den art der anvendes i kontorer, butikker og lign.",0.0
4820101000,"Protokoller, regnskabsbøger, ordrebøger og kvitteringsblokke",0.0
4820103000,"Notesbøger, brevpapirsblokke og notesblokke",0.0
4820105000,Dagbøger,0.0
4820109000,Andre varer,0.0
4820200000,Stilehæfter,0.0
4820300000,Samlebind (bortset fra bogomslag) og dokumentomslag,0.0
4820400000,Blanketsæt og kopieringssæt,0.0
4820500000,Album til prøver eller samlinger,0.0
4820900000,Andre varer,0.0
4821101000,Selvklæbende,0.0
4821109000,I andre tilfælde,0.0
4821901000,Selvklæbende,0.0
4821909000,I andre tilfælde,0.0
4822100000,Af den art der anvendes til opvinding af tekstilgarn,0.0
4822900000,I andre tilfælde,0.0
4823200000,Filtrerpapir og filtrerpap,0.0
4823400000,"Diagrampapir i ruller, ark eller skiver",0.0
4823610000,Af bambus,0.0
4823691000,"Bakker, fade og tallerkener",0.0
4823699000,Andre varer,0.0
4823701000,Ægemballage af papirmasse,0.0
4823709000,Andre varer,0.0
4823904000,"Papir og pap, af den art der anvendes til skrivning, trykning eller anden grafisk brug",0.0
4823908520,"Letvægtstermopapir af vægt 65 g/m² eller derunder, i ruller af en bredde på 20 cm eller derover med en vægt (inklusive papiret) på 50 kg eller derover og en diameter (inklusive papiret) på 40 cm eller derover (""jumboruller""), med eller uden basecoat på den ene eller begge sider, overtrukket med en varmefølsom belægning på den ene eller begge sider, og med eller uden dæklag",0.0
4823908580,Andre varer,0.0
4901100000,"Som enkeltark, også sammenfoldede",0.0
4901910000,"Ordbøger og leksika, også i hæfter",0.0
4901990000,Andre varer,0.0
4902100000,Udgivet mindst 4|gange ugentlig,0.0
4902900000,I andre tilfælde,0.0
4903000000,Børnebilledbøger samt tegne- eller malebøger til børn,0.0
4904000000,"Noder, håndskrevne eller trykte, også indbundne eller illustrerede",0.0
4905200000,I bogform,0.0
4905900010,Glober,0.0
4905900090,I andre tilfælde,0.0
4906000000,"Bygnings- og maskintegninger samt andre tegninger til industrielle, kommercielle, topografiske eller lignende formål, fremstillet i hånden (originale); håndskrevne tekster; fotografiske reproduktioner på lysfølsomt papir samt karbonkopier af ovennævnte varer",0.0
4907001000,"Umakulerede frimærker, stempelmærker og lignende mærker",0.0
4907003000,Pengesedler,0.0
4907009000,Andre varer,0.0
4908100000,Med indhold af ikke-frittet glasmasse,0.0
4908900000,I andre tilfælde,0.0
4909000000,"Postkort, trykte eller illustrerede; trykte kort med lykønskninger eller personlige meddelelser, også illustrerede, med eller uden konvolutter eller påsat udstyr",0.0
4910000000,"Kalendere af enhver art, trykte, herunder kalenderblokke",0.0
4911101000,Varekataloger,0.0
4911109000,Andre varer,0.0
4911910010,"Billedplancher (som ikke er reklametryksager), ikke foldede, uden tekst eller forklaring, bestemt til fælles forlagsudgivelse af bøger og tidsskrifter",0.0
4911910090,Andre varer,0.0
4911990000,Andre varer,0.0
5001000000,"Kokoner, anvendelige til afhaspning(Textilkategori 154)",0.0
5002000000,"Natursilke, usnoet eller kun svagt snoet(Textilkategori 154)",0.0
5003000010,Ikke kartet eller kæmmet(Textilkategori 154),0.0
5003000090,I andre tilfælde(Textilkategori 147),0.0
5004001010,Garn udelukkende af natursilke,0.04
5004001090,I andre tilfælde,0.04
5004009000,I andre tilfælde,0.04
5005001010,"Garn udelukkende af schappesilke, ikke i detailsalgsoplægninger",0.029
5005001090,I andre tilfælde,0.029
5005009010,"Garn udelukkende af schappesilke, ikke i detailsalgsoplægninger",0.029
5005009090,I andre tilfælde,0.029
5006001000,Garn af natursilke(Textilkategori 130 A),0.05
5006009000,Garn af bourettesilke eller andet affald af natursilke; fishgut(Textilkategori 130 B),0.029
5007100010,Fremstillet på håndvæv,0.03
5007100090,I andre tilfælde,0.03
5007201110,Fremstillet på håndvæv,0.069
5007201190,I andre tilfælde,0.069
5007201910,Fremstillet på håndvæv,0.069
5007201990,I andre tilfælde,0.069
5007202110,Fremstillet på håndvæv,0.053
5007202190,I andre tilfælde,0.053
5007203120,Fremstillet på håndvæv,0.075
5007203180,I andre tilfælde,0.075
5007203920,Fremstillet på håndvæv,0.075
5007203980,I andre tilfælde,0.075
5007204110,Fremstillet på håndvæv,0.072
5007204190,I andre tilfælde,0.072
5007205110,Fremstillet på håndvæv,0.072
5007205190,I andre tilfælde,0.072
5007205910,Fremstillet på håndvæv,0.072
5007205990,I andre tilfælde,0.072
5007206010,Fremstillet på håndvæv,0.072
5007206090,I andre tilfælde,0.072
5007207110,Fremstillet på håndvæv,0.072
5007207190,I andre tilfælde,0.072
5007901010,Fremstillet på håndvæv,0.069
5007901090,I andre tilfælde,0.069
5007903010,Fremstillet på håndvæv,0.069
5007903090,I andre tilfælde,0.069
5007905010,Fremstillet på håndvæv,0.069
5007905090,I andre tilfælde,0.069
5007909010,Fremstillet på håndvæv,0.069
5007909090,I andre tilfælde,0.069
5101110000,Klippet uld,0.0
5101190000,Andre varer,0.0
5101210000,Klippet uld,0.0
5101290000,Andre varer,0.0
5101300000,Carboniseret,0.0
5102110000,Af kashmirged,0.0
5102191000,Af angorakanin,0.0
5102193000,"Af alpaka, lama og vikunna",0.0
5102194000,"Af kamel (herunder dromedar), yakokse, angoraged, tibetansk ged og lignende geder",0.0
5102199000,"Af kanin (undtagen angorakanin), hare, bæver, bæverrotte og bisamrotte",0.0
5102200000,Grove dyrehår,0.0
5103101000,Ikke carboniseret,0.0
5103109000,Carboniseret,0.0
5103200000,Andet affald af uld eller fine dyrehår,0.0
5103300000,Affald af grove dyrehår,0.0
5104000000,Opkradset tekstilmateriale af uld samt af fine eller grove dyrehår(Textilkategori 154),0.0
5105100000,Kartet uld(Textilkategori 46),0.02
5105210000,Kæmmet uld i småstykker(Textilkategori 46),0.02
5105290000,Andre varer(Textilkategori 46),0.02
5105310000,Af kashmirged(Textilkategori 46),0.02
5105390000,I andre tilfælde(Textilkategori 46),0.02
5105400000,"Grove dyrehår, kartet eller kæmmet(Textilkategori 128)",0.02
5106101000,Ubleget,0.038
5106109000,I andre tilfælde,0.038
5106201000,Med indhold af uld og fine dyrehår på 85|vægtprocent eller derover,0.038
5106209100,Ubleget,0.04
5106209900,I andre tilfælde,0.04
5107101000,Ubleget,0.038
5107109000,I andre tilfælde,0.038
5107201000,Ubleget,0.04
5107203000,I andre tilfælde,0.04
5107205100,Ubleget,0.04
5107205900,I andre tilfælde,0.04
5107209100,Ubleget,0.04
5107209900,I andre tilfælde,0.04
5108101000,Ubleget,0.032
5108109000,I andre tilfælde,0.032
5108201000,Ubleget,0.032
5108209000,I andre tilfælde,0.032
5109101000,"I nøgler, strenge eller fed af vægt over 125|g, men ikke over 500|g",0.038
5109109000,I andre tilfælde,0.05
5109900000,I andre tilfælde,0.05
5110000000,"Garn af grove dyrehår eller af hestehår (herunder overspundet garn af hestehår), også i detailsalgsoplægninger(Textilkategori 129)",0.035
5111110000,Af vægt ikke over 300|g pr.|m$2,0.08
5111190000,I andre tilfælde,0.08
5111200000,"I andre tilfælde, blandet hovedsagelig eller udelukkende med endeløse kemofibre",0.08
5111301000,Af vægt ikke over 300|g pr.|m$2,0.08
5111308000,Af vægt over 300|g pr.|m$2,0.08
5111901000,Med indhold af tekstilmaterialer henhørende under kapitel|50|på over 10|vægtprocent,0.072
5111909100,Af vægt ikke over 300|g pr.|m$2,0.08
5111909800,Af vægt over 300|g pr.|m$2,0.08
5112110000,Af vægt ikke over 200|g pr.|m$2,0.08
5112190000,I andre tilfælde,0.08
5112200000,"I andre tilfælde, blandet hovedsagelig eller udelukkende med endeløse kemofibre",0.08
5112301000,Af vægt ikke over 200|g pr.|m$2,0.08
5112308000,Af vægt over 200|g pr.|m$2,0.08
5112901000,Med indhold af tekstilmaterialer henhørende under kapitel|50|på over 10|vægtprocent,0.072
5112909100,Af vægt ikke over 200|g pr.|m$2,0.08
5112909800,Af vægt over 200|g pr.|m$2,0.08
5113000000,Vævet stof af grove dyrehår eller hestehår(Textilkategori 135),0.053
5201001000,Hygroskopisk (vandsugende) eller bleget,0.0
5201009000,I andre tilfælde,0.0
5202100000,Garnaffald,0.0
5202910000,Opkradset tekstilmateriale,0.0
5202990000,Andre varer,0.0
5203000000,"Bomuld, kartet eller kæmmet(Textilkategori 51)",0.0
5204110000,Med indhold af bomuld på 85|vægtprocent eller derover(Textilkategori 1),0.04
5204190000,I andre tilfælde(Textilkategori 1),0.04
5204200000,I detailsalgsoplægninger(Textilkategori 43),0.05
5205110000,"Af finhed 714,29|decitex eller derover (ikke over 14|metrisk nummerering)",0.04
5205120000,"Af finhed under 714,29|decitex, men ikke under 232,56|decitex (over 14, men ikke over 43|metrisk nummerering)",0.04
5205130000,"Af finhed under 232,56|decitex, men ikke under 192,31|decitex (over 43, men ikke over 52|metrisk nummerering)",0.04
5205140000,"Af finhed under 192,31|decitex, men ikke under 125|decitex (over 52, men ikke over 80|metrisk nummerering)",0.04
5205151000,"Af finhed under 125|decitex, men ikke under 83,33|decitex (over 80, men ikke over 120|metrisk nummerering)",0.044
5205159000,"Af finhed under 83,33|decitex (over 120|metrisk nummerering)",0.04
5205210000,"Af finhed 714,29|decitex eller derover (ikke over 14|metrisk nummerering)",0.04
5205220000,"Af finhed under 714,29|decitex, men ikke under 232,56|decitex (over 14, men ikke over 43|metrisk nummerering)",0.04
5205230000,"Af finhed under 232,56|decitex, men ikke under 192,31|decitex (over 43, men ikke over 52|metrisk nummerering)",0.04
5205240000,"Af finhed under 192,31|decitex, men ikke under 125|decitex (over 52, men ikke over 80|metrisk nummerering)",0.04
5205260010,"Ubehandlet hvidt enkelttrådet bomuldsgarn
- med en gennemsnitlig fiberlængde på 36,5 mm eller derover
- produceret ved kompakt ringspinding med pneumatisk kompression
- med en rivstyrke på 26,5 cN/tex eller derover (ifølge ISO 2062:2009, ved en hastighed på 5 000 mm/min)",0.04
5205260090,Andre varer,0.04
5205270010,"Ubehandlet hvidt enkelttrådet bomuldsgarn
- med en gennemsnitlig fiberlængde på 36,5 mm eller derover
- produceret ved kompakt ringspinding med pneumatisk kompression
- med en rivstyrke på 26,5 cN/tex eller derover (ifølge ISO 2062:2009, ved en hastighed på 5 000 mm/min)",0.04
5205270090,Andre varer,0.04
5205280000,"Af finhed under 83,33|decitex (over 120|metrisk nummerering)",0.04
5205310000,"Af finhed pr. tråd på 714,29|decitex eller derover (ikke over 14|metrisk nummerering pr. tråd)",0.04
5205320000,"Af finhed pr. tråd på under 714,29|decitex, men ikke under 232,56|decitex (over 14, men ikke over 43|metrisk nummerering pr. tråd)",0.04
5205330000,"Af finhed pr. tråd på under 232,56|decitex, men ikke under 192,31|decitex (over 43, men ikke over 52|metrisk nummerering pr. tråd)",0.04
5205340000,"Af finhed pr. tråd på under 192,31|decitex, men ikke under 125|decitex (over 52, men ikke over 80|metrisk nummerering pr. tråd)",0.04
5205350000,Af finhed pr. tråd på under 125|decitex (over 80|metrisk nummerering pr. tråd),0.04
5205410000,"Af finhed pr. tråd på 714,29|decitex eller derover (ikke over 14|metrisk nummerering pr. tråd)",0.04
5205420000,"Af finhed pr. tråd på under 714,29|decitex, men ikke under 232,56|decitex (over 14, men ikke over 43|metrisk nummerering pr. tråd)",0.04
5205430000,"Af finhed pr. tråd på under 232,56|decitex, men ikke under 192,31|decitex (over 43, men ikke over 52|metrisk nummerering pr. tråd)",0.04
5205440000,"Af finhed pr. tråd på under 192,31|decitex, men ikke under 125|decitex (over 52, men ikke over 80|metrisk nummerering pr. tråd)",0.04
5205460000,"Af finhed pr. tråd på under 125|decitex, men ikke under 106,38|decitex (over 80, men ikke over 94|metrisk nummerering pr. tråd)",0.04
5205470000,"Af finhed pr. tråd på under 106,38|decitex, men ikke under 83,33|decitex (over 94, men ikke over 120|metrisk nummerering pr. tråd)",0.04
5205480000,"Af finhed pr. tråd på under 83,33|decitex (over 120|metrisk nummerering pr. tråd)",0.04
5206110000,"Af finhed 714,29|decitex eller derover (ikke over 14|metrisk nummerering)",0.04
5206120000,"Af finhed under 714,29|decitex, men ikke under 232,56|decitex (over 14, men ikke over 43|metrisk nummerering)",0.04
5206130000,"Af finhed under 232,56|decitex, men ikke under 192,31|decitex (over 43, men ikke over 52|metrisk nummerering)",0.04
5206140000,"Af finhed under 192,31|decitex, men ikke under 125|decitex (over 52, men ikke over 80|metrisk nummerering)",0.04
5206150000,Af finhed under 125|decitex (over 80|metrisk nummerering),0.04
5206210000,"Af finhed 714,29|decitex eller derover (ikke over 14|metrisk nummerering)",0.04
5206220000,"Af finhed under 714,29|decitex, men ikke under 232,56|decitex (over 14, men ikke over 43|metrisk nummerering)",0.04
5206230000,"Af finhed under 232,56|decitex, men ikke under 192,31|decitex (over 43, men ikke over 52|metrisk nummerering)",0.04
5206240000,"Af finhed under 192,31|decitex, men ikke under 125|decitex (over 52, men ikke over 80|metrisk nummerering)",0.04
5206250000,Af finhed under 125|decitex (over 80|metrisk nummerering),0.04
5206310000,"Af finhed pr. tråd på 714,29|decitex eller derover (ikke over 14|metrisk nummerering pr. tråd)",0.04
5206320000,"Af finhed pr. tråd på under 714,29|decitex, men ikke under 232,56|decitex (over 14, men ikke over 43|metrisk nummerering pr. tråd)",0.04
5206330000,"Af finhed pr. tråd på under 232,56|decitex, men ikke under 192,31|decitex (over 43, men ikke over 52|metrisk nummerering pr. tråd)",0.04
5206340000,"Af finhed pr. tråd på under 192,31|decitex, men ikke under 125|decitex (over 52, men ikke over 80|metrisk nummerering pr. tråd)",0.04
5206350000,Af finhed pr. tråd på under 125|decitex (over 80|metrisk nummerering pr. tråd),0.04
5206410000,"Af finhed pr. tråd på 714,29|decitex eller derover (ikke over 14|metrisk nummerering pr. tråd)",0.04
5206420000,"Af finhed pr. tråd på under 714,29|decitex, men ikke under 232,56|decitex (over 14, men ikke over 43|metrisk nummerering pr. tråd)",0.04
5206430000,"Af finhed pr. tråd på under 232,56|decitex, men ikke under 192,31|decitex (over 43, men ikke over 52|metrisk nummerering pr. tråd)",0.04
5206440000,"Af finhed pr. tråd på under 192,31|decitex, men ikke under 125|decitex (over 52, men ikke over 80|metrisk nummerering pr. tråd)",0.04
5206450000,Af finhed pr. tråd på under 125|decitex (over 80|metrisk nummerering pr. tråd),0.04
5207100000,Med indhold af bomuld på 85|vægtprocent eller derover,0.05
5207900000,I andre tilfælde,0.05
5208111000,"Bandager, kompresser og gazebind",0.08
5208119000,Andre varer,0.08
5208121600,165|cm eller derunder,0.08
5208121900,Over 165|cm,0.08
5208129600,165|cm eller derunder,0.08
5208129900,Over 165|cm,0.08
5208130000,Kipervævet med 3|eller 4|bindinger (inkl. heraf afledte bindinger),0.08
5208190000,Andre varer,0.08
5208211000,"Bandager, kompresser og gazebind",0.08
5208219000,Andre varer,0.08
5208221600,165|cm eller derunder,0.08
5208221900,Over 165|cm,0.08
