hs_code,area,date_start,date_end,rate,is_quota
0101290000,BA,2012-01-01,,0.0,0
0101290000,CA,2017-09-21,,0.0,0
0101290000,HR,2012-01-01,2013-06-30,0.0,0
0101290000,JP,2019-02-01,2020-01-31,0.0,0
0101290000,JP,2020-02-01,,0.0,0
0101290000,ME,2012-01-01,,0.0,0
0101290000,MK,2012-01-01,,0.0,0
0101290000,PE,2013-03-01,,0.0,0
0101290000,UA,2016-01-01,,0.0,0
0101290000,XK,2012-01-01,2016-03-31,0.0,0
0101290000,XK,2016-04-01,,0.0,0
0101290000,XS,2012-01-01,,0.0,0
0101290000,ZA,2016-10-10,,0.0,0
0101291000,UA,2014-04-23,,0.0,0
0101299000,2020,2012-01-01,,0.08,0
0101299000,2020,2014-01-01,2014-12-31,0.08,0
0101299000,2020,2015-01-01,,0.08,0
0101299000,2027,2012-01-01,,0.0,0
0101299000,2027,2014-01-01,,0.0,0
0101299000,5500,2026-05-01,2026-12-31,0.1,0
0101299000,CL,2012-01-01,2025-01-31,0.0,0
0101299000,CL,2025-02-01,,0.0,0
0101299000,DZ,2012-01-01,,0.0,0
0101299000,EC,2015-01-01,,0.0,0
0101299000,EC,2017-01-01,,0.0,0
0101299000,EG,2012-01-01,,0.0,0
0101299000,NO,2018-10-01,,0.0,0
0101299000,NZ,2024-05-01,,0.0,0
0101299000,PS,2012-01-01,,0.0,0
0101299000,TN,2012-01-01,,0.0,0
0101299000,UA,2014-04-23,,0.0,0
0101299000,ZA,2012-01-01,2016-10-09,0.0,0
0101300000,1006,2017-09-21,,0.0,0
0101300000,2020,2012-01-01,,0.042,0
0101300000,2020,2014-01-01,2014-12-31,0.042,0
0101300000,2020,2015-01-01,,0.042,0
0101300000,2027,2012-01-01,,0.0,0
0101300000,2027,2014-01-01,,0.0,0
0101300000,2200,2013-08-01,,0.0,0
0101300000,5500,2026-05-01,2026-12-31,0.061,0
0101300000,AL,2012-01-01,,0.0,0
0101300000,BA,2012-01-01,,0.0,0
0101300000,CA,2017-09-21,,0.0,0
0101300000,CL,2012-01-01,2025-01-31,0.0,0
0101300000,CL,2025-02-01,,0.0,0
0101300000,EC,2015-01-01,,0.0,0
0101300000,EC,2017-01-01,,0.0,0
0101300000,EG,2012-01-01,,0.0,0
0101300000,HR,2012-01-01,2013-06-30,0.0,0
0101300000,JP,2019-02-01,2020-01-31,0.0,0
0101300000,JP,2020-02-01,,0.0,0
0101300000,ME,2012-01-01,,0.0,0
0101300000,MK,2012-01-01,,0.0,0
0101300000,NZ,2024-05-01,,0.0,0
0101300000,PE,2013-03-01,,0.0,0
0101300000,PS,2012-01-01,,0.0,0
0101300000,UA,2014-04-23,,0.0,0
0101300000,UA,2016-01-01,,0.0,0
0101300000,XK,2012-01-01,2016-03-31,0.0,0
0101300000,XK,2016-04-01,,0.0,0
0101300000,XS,2012-01-01,,0.0,0
0101300000,ZA,2012-01-01,2016-10-09,0.0,0
0101300000,ZA,2016-10-10,,0.0,0
0101900000,1006,2017-09-21,,0.0,0
0101900000,2020,2012-01-01,,0.074,0
0101900000,2020,2014-01-01,2014-12-31,0.074,0
0101900000,2020,2015-01-01,,0.074,0
0101900000,2027,2012-01-01,,0.0,0
0101900000,2027,2014-01-01,,0.0,0
0101900000,2200,2013-08-01,,0.0,0
0101900000,5500,2026-05-01,2026-12-31,0.095,0
0101900000,AL,2009-04-01,,0.0,0
0101900000,BA,2009-01-01,,0.0,0
0101900000,CA,2017-09-21,,0.0,0
0101900000,CL,2012-01-01,2025-01-31,0.0,0
0101900000,CL,2025-02-01,,0.0,0
0101900000,EC,2015-01-01,,0.0,0
0101900000,EC,2017-01-01,,0.0,0
0101900000,EG,2012-01-01,,0.0,0
0101900000,HR,2009-01-01,2013-06-30,0.0,0
0101900000,JP,2019-02-01,2020-01-31,0.0,0
0101900000,JP,2020-02-01,,0.0,0
0101900000,ME,2010-05-01,,0.0,0
0101900000,MK,2009-01-01,,0.0,0
0101900000,NZ,2024-05-01,,0.0,0
0101900000,PE,2013-03-01,,0.0,0
0101900000,PS,2012-01-01,,0.0,0
0101900000,UA,2014-04-23,,0.0,0
0101900000,UA,2016-01-01,,0.0,0
0101900000,XK,2011-01-01,2016-03-31,0.0,0
0101900000,XK,2016-04-01,,0.0,0
0101900000,XS,2010-02-01,,0.0,0
0101900000,ZA,2012-01-01,2016-10-09,0.0,0
0101900000,ZA,2016-10-10,,0.0,0
0102290000,2200,2019-01-01,,0.0,0
0102290000,IL,2012-01-01,2016-11-05,0.0,0
0102290000,IL,2016-11-06,2023-05-15,0.0,0
0102290000,IL,2023-05-16,,0.0,0
0102290000,PS,2012-01-01,2016-11-05,0.0,0
0102290000,PS,2016-11-06,,0.0,0
0102291000,1006,2017-09-21,,0.0,0
0102291000,1032,2012-01-01,2014-09-30,0.0,0
0102291000,1032,2014-10-01,,0.0,0
0102291000,1032,2016-07-28,2016-11-05,0.0,0
0102291000,1032,2016-11-06,2024-06-30,0.0,0
0102291000,1033,2012-01-01,2016-11-05,0.0,0
0102291000,1033,2016-11-06,,0.0,0
0102291000,1034,2012-05-14,2016-11-05,0.0,0
0102291000,1034,2016-11-06,,0.0,0
0102291000,1035,2016-10-10,2016-11-05,0.0,0
0102291000,1035,2016-11-06,,0.0,0
0102291000,2000,2025-10-03,,0.0,0
0102291000,2005,2012-06-13,,0.0,0
0102291000,2005,2014-01-01,2016-11-05,0.0,0
0102291000,2005,2016-11-06,,0.0,0
0102291000,2080,2012-01-01,,0.0,0
0102291000,2080,2014-01-01,2016-11-05,0.0,0
0102291000,2080,2016-11-06,2020-12-31,0.0,0
0102291000,2080,2021-01-01,,0.0,0
0102291000,2200,2013-08-01,2013-12-31,0.087,0
0102291000,2200,2014-01-01,2014-12-31,0.072,0
0102291000,2200,2015-01-01,2015-12-31,0.058,0
0102291000,2200,2016-01-01,2016-11-05,0.043,0
0102291000,2200,2016-11-06,2016-12-31,0.043,0
0102291000,2200,2017-01-01,2017-12-31,0.029,0
0102291000,2200,2018-01-01,2018-12-31,0.014,0
0102291000,5500,2026-05-01,2026-12-31,0.092,0
0102291000,AD,2012-01-01,2016-11-05,0.0,0
0102291000,AD,2016-11-06,,0.0,0
0102291000,CA,2017-09-21,,0.0,0
0102291000,CI,2019-12-02,,0.0,0
0102291000,CL,2025-02-01,2025-12-31,0.089,0
0102291000,CL,2026-01-01,2026-12-31,0.076,0
0102291000,CM,2014-08-04,2016-11-05,0.0,0
0102291000,CM,2016-11-06,,0.0,0
0102291000,CO,2013-08-01,2016-11-05,0.0,0
0102291000,CO,2016-11-06,,0.0,0
0102291000,EC,2017-01-01,,0.0,0
0102291000,EG,2012-01-01,2016-11-05,0.0,0
0102291000,EG,2016-11-06,,0.0,0
0102291000,EH,2019-07-19,2025-10-02,0.0,0
0102291000,FJ,2014-07-28,2016-11-05,0.0,0
0102291000,FJ,2016-11-06,,0.0,0
0102291000,GE,2014-09-01,2016-11-05,0.0,0
0102291000,GE,2016-11-06,,0.0,0
0102291000,GH,2016-12-15,,0.0,0
0102291000,IS,2018-05-01,,0.0,0
0102291000,JO,2012-01-01,2016-11-05,0.0,0
0102291000,JO,2016-11-06,,0.0,0
0102291000,JP,2019-02-01,2020-01-31,0.0,0
0102291000,JP,2020-02-01,,0.0,0
0102291000,KE,2024-07-01,,0.0,0
0102291000,KR,2012-01-01,2016-11-05,0.0,0
0102291000,KR,2016-11-06,,0.0,0
0102291000,LB,2012-01-01,2016-11-05,0.0,0
0102291000,LB,2016-11-06,,0.0,0
0102291000,MA,2012-10-01,2016-11-05,0.0,0
0102291000,MA,2016-11-06,,0.0,0
0102291000,MD,2012-01-01,,0.0,0
0102291000,MD,2016-01-01,2016-11-05,0.0,0
0102291000,MD,2016-11-06,,0.0,0
0102291000,NZ,2024-05-01,,0.0,0
0102291000,PE,2013-03-01,2016-11-05,0.0,0
0102291000,PE,2016-11-06,,0.0,0
0102291000,PG,2012-01-01,2016-11-05,0.0,0
0102291000,PG,2016-11-06,,0.0,0
0102291000,SB,2020-05-17,,0.0,0
0102291000,SG,2019-11-21,2020-11-20,0.085,0
0102291000,SG,2020-11-21,2021-11-20,0.068,0
0102291000,SG,2021-11-21,2022-11-20,0.051,0
0102291000,SG,2022-11-21,2023-11-20,0.034,0
0102291000,SG,2023-11-21,2024-11-20,0.017,0
0102291000,SG,2024-11-21,,0.0,0
0102291000,SM,2012-01-01,2016-11-05,0.0,0
0102291000,SM,2016-11-06,,0.0,0
0102291000,TR,2012-01-01,2016-11-05,0.0,0
0102291000,TR,2016-11-06,,0.0,0
0102291000,UA,2014-04-23,,0.0,0
0102291000,UA,2016-01-01,2016-11-05,0.0,0
0102291000,UA,2016-11-06,,0.0,0
0102291000,WS,2018-12-31,,0.0,0
0102292100,1006,2017-09-21,,0.0,0
0102292100,1032,2012-01-01,2014-09-30,0.0,0
0102292100,1032,2014-10-01,,0.0,0
0102292100,1032,2016-07-28,2016-11-05,0.0,0
0102292100,1032,2016-11-06,2024-06-30,0.0,0
0102292100,1033,2012-01-01,2016-11-05,0.0,0
0102292100,1033,2016-11-06,,0.0,0
0102292100,1034,2012-05-14,2016-11-05,0.0,0
0102292100,1034,2016-11-06,,0.0,0
0102292100,1035,2016-10-10,2016-11-05,0.0,0
0102292100,1035,2016-11-06,,0.0,0
0102292100,2000,2025-10-03,,0.0,0
0102292100,2005,2012-06-13,,0.0,0
0102292100,2005,2014-01-01,2016-11-05,0.0,0
0102292100,2005,2016-11-06,,0.0,0
0102292100,2080,2012-01-01,,0.0,0
0102292100,2080,2014-01-01,2016-11-05,0.0,0
0102292100,2080,2016-11-06,2020-12-31,0.0,0
0102292100,2080,2021-01-01,,0.0,0
0102292100,2200,2013-08-01,2013-12-31,0.087,0
0102292100,2200,2014-01-01,2014-12-31,0.072,0
0102292100,2200,2015-01-01,2015-12-31,0.058,0
0102292100,2200,2016-01-01,2016-11-05,0.043,0
0102292100,2200,2016-11-06,2016-12-31,0.043,0
0102292100,2200,2017-01-01,2017-12-31,0.029,0
0102292100,2200,2018-01-01,2018-12-31,0.014,0
0102292100,5500,2026-05-01,2026-12-31,0.092,0
0102292100,AD,2012-01-01,2016-11-05,0.0,0
0102292100,AD,2016-11-06,,0.0,0
0102292100,CA,2017-09-21,,0.0,0
0102292100,CI,2019-12-02,,0.0,0
0102292100,CL,2025-02-01,2025-12-31,0.089,0
0102292100,CL,2026-01-01,2026-12-31,0.076,0
0102292100,CM,2014-08-04,2016-11-05,0.0,0
0102292100,CM,2016-11-06,,0.0,0
0102292100,CO,2013-08-01,2016-11-05,0.0,0
0102292100,CO,2016-11-06,,0.0,0
0102292100,EC,2017-01-01,,0.0,0
0102292100,EG,2012-01-01,2016-11-05,0.0,0
0102292100,EG,2016-11-06,,0.0,0
0102292100,EH,2019-07-19,2025-10-02,0.0,0
0102292100,FJ,2014-07-28,2016-11-05,0.0,0
0102292100,FJ,2016-11-06,,0.0,0
0102292100,GE,2014-09-01,2016-11-05,0.0,0
0102292100,GE,2016-11-06,,0.0,0
0102292100,GH,2016-12-15,,0.0,0
0102292100,IS,2018-05-01,,0.0,0
0102292100,JO,2012-01-01,2016-11-05,0.0,0
0102292100,JO,2016-11-06,,0.0,0
0102292100,JP,2019-02-01,2020-01-31,0.0,0
0102292100,JP,2020-02-01,,0.0,0
0102292100,KE,2024-07-01,,0.0,0
0102292100,KR,2012-01-01,2016-11-05,0.0,0
0102292100,KR,2016-11-06,,0.0,0
0102292100,LB,2012-01-01,2016-11-05,0.0,0
0102292100,LB,2016-11-06,,0.0,0
0102292100,MA,2012-10-01,2016-11-05,0.0,0
0102292100,MA,2016-11-06,,0.0,0
0102292100,MD,2012-01-01,,0.0,0
0102292100,MD,2016-01-01,2016-11-05,0.0,0
0102292100,MD,2016-11-06,,0.0,0
0102292100,NZ,2024-05-01,,0.0,0
0102292100,PE,2013-03-01,2016-11-05,0.0,0
0102292100,PE,2016-11-06,,0.0,0
0102292100,PG,2012-01-01,2016-11-05,0.0,0
0102292100,PG,2016-11-06,,0.0,0
0102292100,SB,2020-05-17,,0.0,0
0102292100,SG,2019-11-21,2020-11-20,0.085,0
0102292100,SG,2020-11-21,2021-11-20,0.068,0
0102292100,SG,2021-11-21,2022-11-20,0.051,0
0102292100,SG,2022-11-21,2023-11-20,0.034,0
0102292100,SG,2023-11-21,2024-11-20,0.017,0
0102292100,SG,2024-11-21,,0.0,0
0102292100,SM,2012-01-01,2016-11-05,0.0,0
0102292100,SM,2016-11-06,,0.0,0
0102292100,TR,2012-01-01,2016-11-05,0.0,0
0102292100,TR,2016-11-06,,0.0,0
0102292100,UA,2014-04-23,,0.0,0
0102292100,UA,2016-01-01,2016-11-05,0.0,0
0102292100,UA,2016-11-06,,0.0,0
0102292100,WS,2018-12-31,,0.0,0
0102292900,1006,2017-09-21,,0.0,0
0102292900,1032,2012-01-01,2014-09-30,0.0,0
0102292900,1032,2014-10-01,,0.0,0
0102292900,1032,2016-07-28,2016-11-05,0.0,0
0102292900,1032,2016-11-06,2024-06-30,0.0,0
0102292900,1033,2012-01-01,2016-11-05,0.0,0
0102292900,1033,2016-11-06,,0.0,0
0102292900,1034,2012-05-14,2016-11-05,0.0,0
0102292900,1034,2016-11-06,,0.0,0
0102292900,1035,2016-10-10,2016-11-05,0.0,0
0102292900,1035,2016-11-06,,0.0,0
0102292900,2000,2025-10-03,,0.0,0
0102292900,2005,2012-06-13,,0.0,0
0102292900,2005,2014-01-01,2016-11-05,0.0,0
0102292900,2005,2016-11-06,,0.0,0
0102292900,2080,2012-01-01,,0.0,0
0102292900,2080,2014-01-01,2016-11-05,0.0,0
0102292900,2080,2016-11-06,2020-12-31,0.0,0
0102292900,2080,2021-01-01,,0.0,0
0102292900,2200,2013-08-01,2013-12-31,0.087,0
0102292900,2200,2014-01-01,2014-12-31,0.072,0
0102292900,2200,2015-01-01,2015-12-31,0.058,0
0102292900,2200,2016-01-01,2016-11-05,0.043,0
0102292900,2200,2016-11-06,2016-12-31,0.043,0
0102292900,2200,2017-01-01,2017-12-31,0.029,0
0102292900,2200,2018-01-01,2018-12-31,0.014,0
0102292900,5500,2026-05-01,2026-12-31,0.092,0
0102292900,AD,2012-01-01,2016-11-05,0.0,0
0102292900,AD,2016-11-06,,0.0,0
0102292900,CA,2017-09-21,,0.0,0
0102292900,CI,2019-12-02,,0.0,0
0102292900,CL,2025-02-01,2025-12-31,0.089,0
0102292900,CL,2026-01-01,2026-12-31,0.076,0
0102292900,CM,2014-08-04,2016-11-05,0.0,0
0102292900,CM,2016-11-06,,0.0,0
0102292900,CO,2013-08-01,2016-11-05,0.0,0
0102292900,CO,2016-11-06,,0.0,0
0102292900,EC,2017-01-01,,0.0,0
0102292900,EG,2012-01-01,2016-11-05,0.0,0
0102292900,EG,2016-11-06,,0.0,0
0102292900,EH,2019-07-19,2025-10-02,0.0,0
0102292900,FJ,2014-07-28,2016-11-05,0.0,0
0102292900,FJ,2016-11-06,,0.0,0
0102292900,GE,2014-09-01,2016-11-05,0.0,0
0102292900,GE,2016-11-06,,0.0,0
0102292900,GH,2016-12-15,,0.0,0
0102292900,IS,2018-05-01,,0.0,0
0102292900,JO,2012-01-01,2016-11-05,0.0,0
0102292900,JO,2016-11-06,,0.0,0
0102292900,JP,2019-02-01,2020-01-31,0.0,0
0102292900,JP,2020-02-01,,0.0,0
0102292900,KE,2024-07-01,,0.0,0
0102292900,KR,2012-01-01,2016-11-05,0.0,0
0102292900,KR,2016-11-06,,0.0,0
0102292900,LB,2012-01-01,2016-11-05,0.0,0
0102292900,LB,2016-11-06,,0.0,0
0102292900,MA,2012-10-01,2016-11-05,0.0,0
0102292900,MA,2016-11-06,,0.0,0
0102292900,MD,2012-01-01,,0.0,0
0102292900,MD,2016-01-01,2016-11-05,0.0,0
0102292900,MD,2016-11-06,,0.0,0
0102292900,NZ,2024-05-01,,0.0,0
0102292900,PE,2013-03-01,2016-11-05,0.0,0
0102292900,PE,2016-11-06,,0.0,0
0102292900,PG,2012-01-01,2016-11-05,0.0,0
0102292900,PG,2016-11-06,,0.0,0
0102292900,SB,2020-05-17,,0.0,0
0102292900,SG,2019-11-21,2020-11-20,0.085,0
0102292900,SG,2020-11-21,2021-11-20,0.068,0
0102292900,SG,2021-11-21,2022-11-20,0.051,0
0102292900,SG,2022-11-21,2023-11-20,0.034,0
0102292900,SG,2023-11-21,2024-11-20,0.017,0
0102292900,SG,2024-11-21,,0.0,0
0102292900,SM,2012-01-01,2016-11-05,0.0,0
0102292900,SM,2016-11-06,,0.0,0
0102292900,TR,2012-01-01,2016-11-05,0.0,0
0102292900,TR,2016-11-06,,0.0,0
0102292900,UA,2014-04-23,,0.0,0
0102292900,UA,2016-01-01,2016-11-05,0.0,0
0102292900,UA,2016-11-06,,0.0,0
0102292900,WS,2018-12-31,,0.0,0
0102294100,1006,2017-09-21,,0.0,0
0102294100,1032,2012-01-01,2014-09-30,0.0,0
0102294100,1032,2014-10-01,,0.0,0
0102294100,1032,2016-07-28,2016-11-05,0.0,0
0102294100,1032,2016-11-06,2024-06-30,0.0,0
0102294100,1033,2012-01-01,2016-11-05,0.0,0
0102294100,1033,2016-11-06,,0.0,0
0102294100,1034,2012-05-14,2016-11-05,0.0,0
0102294100,1034,2016-11-06,,0.0,0
0102294100,1035,2016-10-10,2016-11-05,0.0,0
0102294100,1035,2016-11-06,,0.0,0
0102294100,2000,2025-10-03,,0.0,0
0102294100,2005,2012-06-13,,0.0,0
0102294100,2005,2014-01-01,2016-11-05,0.0,0
0102294100,2005,2016-11-06,,0.0,0
0102294100,2080,2012-01-01,,0.0,0
0102294100,2080,2014-01-01,2016-11-05,0.0,0
0102294100,2080,2016-11-06,2020-12-31,0.0,0
0102294100,2080,2021-01-01,,0.0,0
0102294100,2200,2013-08-01,2013-12-31,0.087,0
0102294100,2200,2014-01-01,2014-12-31,0.072,0
0102294100,2200,2015-01-01,2015-12-31,0.058,0
0102294100,2200,2016-01-01,2016-11-05,0.043,0
0102294100,2200,2016-11-06,2016-12-31,0.043,0
0102294100,2200,2017-01-01,2017-12-31,0.029,0
0102294100,2200,2018-01-01,2018-12-31,0.014,0
0102294100,5500,2026-05-01,2026-12-31,0.092,0
0102294100,AD,2012-01-01,2016-11-05,0.0,0
0102294100,AD,2016-11-06,,0.0,0
0102294100,CA,2017-09-21,,0.0,0
0102294100,CH,2012-01-01,2013-01-07,0.0,1
0102294100,CH,2013-01-08,,0.0,1
0102294100,CH,2021-01-01,2021-12-31,0.0,1
0102294100,CH,2022-01-01,2022-12-31,0.0,1
0102294100,CH,2023-01-01,2023-12-31,0.0,1
0102294100,CH,2024-01-01,2024-12-31,0.0,1
0102294100,CH,2025-01-01,2025-12-31,0.0,1
0102294100,CH,2026-01-01,2026-12-31,0.0,1
0102294100,CI,2019-12-02,,0.0,0
0102294100,CL,2025-02-01,2025-12-31,0.089,0
0102294100,CL,2026-01-01,2026-12-31,0.076,0
0102294100,CM,2014-08-04,2016-11-05,0.0,0
0102294100,CM,2016-11-06,,0.0,0
0102294100,CO,2013-08-01,2016-11-05,0.0,0
0102294100,CO,2016-11-06,,0.0,0
0102294100,EC,2017-01-01,,0.0,0
0102294100,EG,2012-01-01,2016-11-05,0.0,0
0102294100,EG,2016-11-06,,0.0,0
0102294100,EH,2019-07-19,2025-10-02,0.0,0
0102294100,FJ,2014-07-28,2016-11-05,0.0,0
0102294100,FJ,2016-11-06,,0.0,0
0102294100,GE,2014-09-01,2016-11-05,0.0,0
0102294100,GE,2016-11-06,,0.0,0
0102294100,GH,2016-12-15,,0.0,0
0102294100,IS,2018-05-01,,0.0,0
0102294100,JO,2012-01-01,2016-11-05,0.0,0
0102294100,JO,2016-11-06,,0.0,0
0102294100,JP,2019-02-01,2020-01-31,0.0,0
0102294100,JP,2020-02-01,,0.0,0
0102294100,KE,2024-07-01,,0.0,0
0102294100,KR,2012-01-01,2016-11-05,0.0,0
0102294100,KR,2016-11-06,,0.0,0
0102294100,LB,2012-01-01,2016-11-05,0.0,0
0102294100,LB,2016-11-06,,0.0,0
0102294100,MA,2012-10-01,2016-11-05,0.0,0
0102294100,MA,2016-11-06,,0.0,0
0102294100,MD,2012-01-01,,0.0,0
0102294100,MD,2016-01-01,2016-11-05,0.0,0
0102294100,MD,2016-11-06,,0.0,0
0102294100,NZ,2024-05-01,,0.0,0
0102294100,PE,2013-03-01,2016-11-05,0.0,0
0102294100,PE,2016-11-06,,0.0,0
0102294100,PG,2012-01-01,2016-11-05,0.0,0
0102294100,PG,2016-11-06,,0.0,0
0102294100,SB,2020-05-17,,0.0,0
0102294100,SG,2019-11-21,2020-11-20,0.085,0
0102294100,SG,2020-11-21,2021-11-20,0.068,0
0102294100,SG,2021-11-21,2022-11-20,0.051,0
0102294100,SG,2022-11-21,2023-11-20,0.034,0
0102294100,SG,2023-11-21,2024-11-20,0.017,0
0102294100,SG,2024-11-21,,0.0,0
0102294100,SM,2012-01-01,2016-11-05,0.0,0
0102294100,SM,2016-11-06,,0.0,0
0102294100,TR,2012-01-01,2016-11-05,0.0,0
0102294100,TR,2016-11-06,,0.0,0
0102294100,UA,2014-04-23,,0.0,0
0102294100,UA,2016-01-01,2016-11-05,0.0,0
0102294100,UA,2016-11-06,,0.0,0
0102294100,WS,2018-12-31,,0.0,0
0102294900,1006,2017-09-21,,0.0,0
0102294900,1032,2012-01-01,2014-09-30,0.0,0
0102294900,1032,2014-10-01,,0.0,0
0102294900,1032,2016-07-28,2016-11-05,0.0,0
0102294900,1032,2016-11-06,2024-06-30,0.0,0
0102294900,1033,2012-01-01,2016-11-05,0.0,0
0102294900,1033,2016-11-06,,0.0,0
0102294900,1034,2012-05-14,2016-11-05,0.0,0
0102294900,1034,2016-11-06,,0.0,0
0102294900,1035,2016-10-10,2016-11-05,0.0,0
0102294900,1035,2016-11-06,,0.0,0
0102294900,2000,2025-10-03,,0.0,0
0102294900,2005,2012-06-13,,0.0,0
0102294900,2005,2014-01-01,2016-11-05,0.0,0
0102294900,2005,2016-11-06,,0.0,0
0102294900,2080,2012-01-01,,0.0,0
0102294900,2080,2014-01-01,2016-11-05,0.0,0
0102294900,2080,2016-11-06,2020-12-31,0.0,0
0102294900,2080,2021-01-01,,0.0,0
0102294900,2200,2013-08-01,2013-12-31,0.087,0
0102294900,2200,2014-01-01,2014-12-31,0.072,0
0102294900,2200,2015-01-01,2015-12-31,0.058,0
0102294900,2200,2016-01-01,2016-11-05,0.043,0
0102294900,2200,2016-11-06,2016-12-31,0.043,0
0102294900,2200,2017-01-01,2017-12-31,0.029,0
0102294900,2200,2018-01-01,2018-12-31,0.014,0
0102294900,5500,2026-05-01,2026-12-31,0.092,0
0102294900,AD,2012-01-01,2016-11-05,0.0,0
0102294900,AD,2016-11-06,,0.0,0
0102294900,CA,2017-09-21,,0.0,0
0102294900,CH,2012-01-01,2013-01-07,0.0,1
0102294900,CH,2013-01-08,,0.0,1
0102294900,CH,2021-01-01,2021-12-31,0.0,1
0102294900,CH,2022-01-01,2022-12-31,0.0,1
0102294900,CH,2023-01-01,2023-12-31,0.0,1
0102294900,CH,2024-01-01,2024-12-31,0.0,1
0102294900,CH,2025-01-01,2025-12-31,0.0,1
0102294900,CH,2026-01-01,2026-12-31,0.0,1
0102294900,CI,2019-12-02,,0.0,0
0102294900,CL,2025-02-01,2025-12-31,0.089,0
0102294900,CL,2026-01-01,2026-12-31,0.076,0
0102294900,CM,2014-08-04,2016-11-05,0.0,0
0102294900,CM,2016-11-06,,0.0,0
0102294900,CO,2013-08-01,2016-11-05,0.0,0
0102294900,CO,2016-11-06,,0.0,0
0102294900,EC,2017-01-01,,0.0,0
0102294900,EG,2012-01-01,2016-11-05,0.0,0
0102294900,EG,2016-11-06,,0.0,0
0102294900,EH,2019-07-19,2025-10-02,0.0,0
0102294900,FJ,2014-07-28,2016-11-05,0.0,0
0102294900,FJ,2016-11-06,,0.0,0
0102294900,GE,2014-09-01,2016-11-05,0.0,0
0102294900,GE,2016-11-06,,0.0,0
0102294900,GH,2016-12-15,,0.0,0
0102294900,IS,2018-05-01,,0.0,0
0102294900,JO,2012-01-01,2016-11-05,0.0,0
0102294900,JO,2016-11-06,,0.0,0
0102294900,JP,2019-02-01,2020-01-31,0.0,0
0102294900,JP,2020-02-01,,0.0,0
0102294900,KE,2024-07-01,,0.0,0
0102294900,KR,2012-01-01,2016-11-05,0.0,0
0102294900,KR,2016-11-06,,0.0,0
0102294900,LB,2012-01-01,2016-11-05,0.0,0
0102294900,LB,2016-11-06,,0.0,0
0102294900,MA,2012-10-01,2016-11-05,0.0,0
0102294900,MA,2016-11-06,,0.0,0
0102294900,MD,2012-01-01,,0.0,0
0102294900,MD,2016-01-01,2016-11-05,0.0,0
0102294900,MD,2016-11-06,,0.0,0
0102294900,NZ,2024-05-01,,0.0,0
0102294900,PE,2013-03-01,2016-11-05,0.0,0
0102294900,PE,2016-11-06,,0.0,0
0102294900,PG,2012-01-01,2016-11-05,0.0,0
0102294900,PG,2016-11-06,,0.0,0
0102294900,SB,2020-05-17,,0.0,0
0102294900,SG,2019-11-21,2020-11-20,0.085,0
0102294900,SG,2020-11-21,2021-11-20,0.068,0
0102294900,SG,2021-11-21,2022-11-20,0.051,0
0102294900,SG,2022-11-21,2023-11-20,0.034,0
0102294900,SG,2023-11-21,2024-11-20,0.017,0
0102294900,SG,2024-11-21,,0.0,0
0102294900,SM,2012-01-01,2016-11-05,0.0,0
0102294900,SM,2016-11-06,,0.0,0
0102294900,TR,2012-01-01,2016-11-05,0.0,0
0102294900,TR,2016-11-06,,0.0,0
0102294900,UA,2014-04-23,,0.0,0
0102294900,UA,2016-01-01,2016-11-05,0.0,0
